"date","high","low","weather","windDirection","windLevel","isRainy","city","url","title","now"
"2011-09-06","29","20","多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:51.5531809"
"2011-09-07","28","19","多云~阵雨","无持续风向~东北风","微风~3-4级","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:51.5741966"
"2011-09-08","26","17","多云~阵雨","东风~东北风","3-4级","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:51.5993016"
"2011-09-09","25","17","晴~阴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:52.1500677"
"2011-09-10","23","17","阵雨~阴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:52.1770865"
"2011-09-11","26","17","多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:52.2183732"
"2011-09-12","25","17","多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:52.2434459"
"2011-09-13","25","19","阴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:52.2644671"
"2011-09-14","25","18","多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:52.2894785"
"2011-09-15","26","18","多云~阴","无持续风向~东北风","微风~3-4级","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:52.3084919"
"2011-09-16","22","14","小雨~多云","东北风","4-5级","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:52.3304952"
"2011-09-17","20","12","多云","东北风","4-5级","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:52.3505219"
"2011-09-18","21","12","多云","北风","3-4级","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:52.3745383"
"2011-09-19","23","13","晴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:52.3955412"
"2011-09-20","25","14","晴~多云","无持续风向~西北风","微风~3-4级","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:52.4215727"
"2011-09-21","26","14","晴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:52.4477645"
"2011-09-22","27","14","晴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:52.4676777"
"2011-09-23","27","17","晴~多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:52.4907065"
"2011-09-24","29","18","晴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:52.5117188"
"2011-09-25","28","18","晴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:52.5327334"
"2011-09-26","27","17","晴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:52.5557406"
"2011-09-27","26","18","晴~多云","无持续风向~东南风","微风~3-4级","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:52.5837997"
"2011-09-28","24","15","阵雨","东南风~无持续风向","3-4级~微风","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:52.6068034"
"2011-09-29","22","12","多云~晴","北风","4-5级~3-4级","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:53.1566598"
"2011-09-30","19","9","多云","东北风~无持续风向","3-4级~微风","0","天津","http://lishi.tianqi.com/tianjin/201109.html","天津9月份天气|天津9月份气温|天津2011年9月份历史天气—全球天气网","2017-04-08 19:32:53.1826793"
"2011-10-01","21","12","晴","西北风~东北风","微风~3-4级","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:55.6829795"
"2011-10-02","21","12","晴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:55.9222735"
"2011-10-03","22","13","晴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:56.0028111"
"2011-10-04","21","14","多云~阴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:56.1857060"
"2011-10-05","23","14","晴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:56.4438763"
"2011-10-06","23","13","晴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:56.7381459"
"2011-10-07","25","14","晴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:56.8462229"
"2011-10-08","25","16","多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:56.8702516"
"2011-10-09","22","15","多云","无持续风向~东风","微风~3-4级","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:56.8912542"
"2011-10-10","21","14","多云","东风~无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:56.9112677"
"2011-10-11","22","15","晴~多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:56.9312944"
"2011-10-12","21","14","阴~小雨","无持续风向~西南风","微风~3-4级","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:56.9539780"
"2011-10-13","19","12","阴~多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:56.9759904"
"2011-10-14","21","10","多云~阴","西风","3-4级~4-5级","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:56.9960080"
"2011-10-15","20","11","晴","西北风","4-5级","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:57.0160216"
"2011-10-16","22","12","晴","西北风~东北风","3-4级","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:57.0380372"
"2011-10-17","22","12","晴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:57.0600530"
"2011-10-18","23","13","晴~多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:57.0800666"
"2011-10-19","22","14","多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:57.5961617"
"2011-10-20","21","13","多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:57.6221804"
"2011-10-21","22","13","晴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:57.6451964"
"2011-10-22","22","13","多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:57.6652123"
"2011-10-23","18","8","小到中雨~阴","东北风~北风","5-6级","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:57.6852247"
"2011-10-24","16","7","晴","北风","4-5级~3-4级","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:57.7072406"
"2011-10-25","16","7","晴~多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:57.7272536"
"2011-10-26","15","8","阴~多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:57.7553333"
"2011-10-27","16","8","晴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:57.7743464"
"2011-10-28","18","9","晴~多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:57.7943609"
"2011-10-29","19","9","晴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:57.8143625"
"2011-10-30","19","10","晴~多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:57.8343894"
"2011-10-31","18","12","多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201110.html","天津10月份天气|天津10月份气温|天津2011年10月份历史天气—全球天气网","2017-04-08 19:32:57.8644104"
"2011-11-01","19","12","多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:00.3902010"
"2011-11-02","17","12","多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:00.4362341"
"2011-11-03","16","10","阴~小雨","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:00.4592464"
"2011-11-04","15","8","小雨","无持续风向~东北风","微风~4-5级","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:00.4802641"
"2011-11-05","15","8","阴~多云","东北风","4-5级~3-4级","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:00.4991493"
"2011-11-06","15","9","多云","东北风","微风","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:00.5211662"
"2011-11-07","15","9","多云~阴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:00.5411898"
"2011-11-08","13","5","多云~晴","北风","微风","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:01.1054016"
"2011-11-09","14","5","晴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:01.1304056"
"2011-11-10","17","5","晴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:01.1525563"
"2011-11-11","17","6","晴~多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:01.1735600"
"2011-11-12","15","5","多云~晴","西北风~北风","3-4级~4-5级","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:01.1955927"
"2011-11-13","13","3","晴","北风~无持续风向","3-4级~微风","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:01.2165890"
"2011-11-14","14","4","晴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:01.2396056"
"2011-11-15","13","7","晴~多云","东南风","3-4级","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:01.2706270"
"2011-11-16","11","4","阴~小雨","东风~东南风","3-4级","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:01.2916421"
"2011-11-17","8","5","小雨","东南风~东北风","3-4级","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:01.3146775"
"2011-11-18","10","1","阴~多云","东北风","4-5级","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:01.3356733"
"2011-11-19","9","0","晴","北风","3-4级","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:01.3577014"
"2011-11-20","10","1","晴","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:01.3807176"
"2011-11-21","11","2","晴","南风","微风","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:01.3997188"
"2011-11-22","7","-2","阴~晴","西北风~北风","3-4级~4-5级","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:01.4377583"
"2011-11-23","7","-2","晴","西北风~西风","微风","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:01.4582169"
"2011-11-24","9","0","晴","西风~北风","微风","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:01.4802327"
"2011-11-25","8","1","晴~多云","无持续风向~西南风","微风","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:01.5042494"
"2011-11-26","9","3","多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:01.5252643"
"2011-11-27","10","3","多云","西南风~东北风","微风~3-4级","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:01.5492414"
"2011-11-28","7","-2","多云~阴","东北风","4-5级","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:02.1657329"
"2011-11-29","4","-4","雨夹雪~阴","东北风","4-5级","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:02.1854579"
"2011-11-30","4","-1","晴","东北风","微风","0","天津","http://lishi.tianqi.com/tianjin/201111.html","天津11月份天气|天津11月份气温|天津2011年11月份历史天气—全球天气网","2017-04-08 19:33:02.2074741"
"2011-12-01","5","-1","多云","无持续风向","微风","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:04.5534677"
"2011-12-02","4","0","阴","无持续风向~北风","微风~3-4级","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:04.8161883"
"2011-12-03","5","-1","晴","西北风~西风","3-4级~微风","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:05.0173299"
"2011-12-04","5","0","雾","东北风~东风","微风","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:05.2713731"
"2011-12-05","3","-1","雾~阴","东风","微风","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:05.4745261"
"2011-12-06","3","-1","雨夹雪","东北风~北风","微风~3-4级","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:05.6667433"
"2011-12-07","4","-3","阴~晴","东北风","4-5级","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:05.7197856"
"2011-12-08","1","-5","晴","西北风","4-5级","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:05.7427976"
"2011-12-09","1","-6","晴","西北风","3-4级","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:05.7628112"
"2011-12-10","4","-4","晴","西风","3-4级","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:05.7851657"
"2011-12-11","6","-3","晴","西风~东北风","微风","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:05.8061792"
"2011-12-12","7","0","晴","东风~南风","微风","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:05.8391866"
"2011-12-13","6","-2","多云~晴","西南风~西北风","微风~4-5级","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:05.8612016"
"2011-12-14","2","-6","晴","西北风","5-6级~4-5级","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:05.8832300"
"2011-12-15","2","-6","晴","西北风","3-4级","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:05.9022431"
"2011-12-16","1","-7","晴","西北风~西风","3-4级","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:05.9242461"
"2011-12-17","3","-5","晴","西风~西北风","微风","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:05.9492761"
"2011-12-18","4","-4","晴~多云","西北风","微风","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:06.3822848"
"2011-12-19","4","-5","多云~晴","西北风","微风","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:06.4051914"
"2011-12-20","3","-4","多云","西北风","微风~3-4级","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:06.4382147"
"2011-12-21","2","-6","晴","西北风","4-5级","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:06.4632321"
"2011-12-22","3","-5","晴","西北风~西南风","3-4级~微风","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:06.4832463"
"2011-12-23","3","-5","晴","西北风","3-4级","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:06.5022597"
"2011-12-24","5","-4","晴","西北风","微风","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:06.5261387"
"2011-12-25","4","-4","晴","东北风","微风","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:06.5451627"
"2011-12-26","4","-4","晴~多云","西南风","微风","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:06.5661821"
"2011-12-27","3","-3","多云~阴","南风~西北风","微风~3-4级","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:06.5871924"
"2011-12-28","4","-4","多云","东北风","3-4级~4-5级","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:06.6102118"
"2011-12-29","3","-4","多云~阴","东北风~南风","3-4级~微风","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:06.6292278"
"2011-12-30","3","-4","多云","西南风~西风","微风","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:06.6492369"
"2011-12-31","3","-5","晴","北风","3-4级","0","天津","http://lishi.tianqi.com/tianjin/201112.html","天津12月份天气|天津12月份气温|天津2011年12月份历史天气—全球天气网","2017-04-08 19:33:06.6672496"
"2012-01-01","3","-2","晴~小雪","东北风~东南风","微风","0","天津","http://lishi.tianqi.com/tianjin/201201.html","天津1月份天气|天津1月份气温|天津2012年1月份历史天气—全球天气网","2017-04-08 19:33:09.0161368"
"2012-01-02","0","-5","阴~晴","西北风","4-5级","0","天津","http://lishi.tianqi.com/tianjin/201201.html","天津1月份天气|天津1月份气温|天津2012年1月份历史天气—全球天气网","2017-04-08 19:33:09.3253437"
"2012-01-03","0","-7","晴","西北风","4-5级~3-4级","0","天津","http://lishi.tianqi.com/tianjin/201201.html","天津1月份天气|天津1月份气温|天津2012年1月份历史天气—全球天气网","2017-04-08 19:33:09.5455005"
"2012-01-04","3","-5","晴","西北风~西风","3-4级~微风","0","天津","http://lishi.tianqi.com/tianjin/201201.html","天津1月份天气|天津1月份气温|天津2012年1月份历史天气—全球天气网","2017-04-08 19:33:09.8657370"
"2012-01-05","3","-4","晴~多云","西南风~东北风","微风~3-4级","0","天津","http://lishi.tianqi.com/tianjin/201201.html","天津1月份天气|天津1月份气温|天津2012年1月份历史天气—全球天气网","2017-04-08 19:33:09.9697989"
"2012-01-06","1","-5","多云","东北风~东南风","3-4级~微风","0","天津","http://lishi.tianqi.com/tianjin/201201.html","天津1月份天气|天津1月份气温|天津2012年1月份历史天气—全球天气网","2017-04-08 19:33:10.0008205"
"2012-01-07","-1","-4","阴~多云","东风","微风","0","天津","http://lishi.tianqi.com/tianjin/201201.html","天津1月份天气|天津1月份气温|天津2012年1月份历史天气—全球天气网","2017-04-08 19:33:10.5541748"
"2012-01-08","1","-5","多云","南风~北风","微风","0","天津","http://lishi.tianqi.com/tianjin/201201.html","天津1月份天气|天津1月份气温|天津2012年1月份历史天气—全球天气网","2017-04-08 19:33:10.5811913"
"2012-01-09","3","-5","晴","西北风~北风","微风","0","天津","http://lishi.tianqi.com/tianjin/201201.html","天津1月份天气|天津1月份气温|天津2012年1月份历史天气—全球天气网","2017-04-08 19:33:10.6032083"
"2012-01-10","1","-6","晴","北风","4-5级","0","天津","http://lishi.tianqi.com/tianjin/201201.html","天津1月份天气|天津1月份气温|天津2012年1月份历史天气—全球天气网","2017-04-08 19:33:10.6272253"
"2012-01-11","2","-6","晴","西南风","微风","0","天津","http://lishi.tianqi.com/tianjin/201201.html","天津1月份天气|天津1月份气温|天津2012年1月份历史天气—全球天气网","2017-04-08 19:33:10.6643153"
